,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum
5067,343,3,0,5,2,14,18,8,8,6,8,368,0,0.16,0,24,6,20.0,10.0,25.0,20.0,10.0,15.0,0,5.0,7.0,8.0,6.0,6.0,5.0,5.0,6.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5068,343,3,0,5,2,14,18,8,8,10,9,369,0,0.49,1,25,2,17.0,18.0,28.0,27.0,5.0,5.0,0,8.0,7.0,10.0,8.0,7.0,4.0,5.0,7.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5069,343,3,0,5,2,14,18,8,8,4,10,370,0,0.06,1,28,2,50.0,10.0,10.0,10.0,10.0,10.0,0,3.0,6.0,7.0,2.0,6.0,1.0,3.0,4.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5070,343,3,0,5,2,14,18,8,8,7,11,371,0,-0.07,1,27,2,40.0,0.0,10.0,50.0,0.0,0.0,0,2.0,10.0,7.0,3.0,7.0,8.0,6.0,10.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5071,343,3,0,5,2,14,18,8,8,2,12,372,0,0.28,1,27,2,30.0,15.0,15.0,20.0,5.0,15.0,0,5.0,9.0,9.0,5.0,6.0,,5.0,6.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5072,343,3,0,5,2,14,18,8,8,3,13,373,0,0.03,0,29,3,75.0,5.0,5.0,10.0,0.0,5.0,0,7.0,9.0,10.0,8.0,9.0,6.0,7.0,7.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5073,343,3,0,5,2,14,18,8,8,13,14,374,0,0.18,0,30,4,50.0,10.0,10.0,10.0,5.0,15.0,0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5074,343,3,0,5,2,14,18,8,8,9,15,375,0,-0.07,1,27,2,30.0,20.0,15.0,15.0,8.0,12.0,0,,,,,,,,,,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5075,343,3,0,5,2,14,18,8,8,11,16,376,0,0.48,0,25,4,30.0,10.0,15.0,20.0,15.0,10.0,0,5.0,9.0,7.0,5.0,9.0,4.0,4.0,4.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5076,343,3,0,5,2,14,18,8,8,18,17,377,0,-0.47,0,26,4,25.0,20.0,10.0,20.0,15.0,10.0,0,,,,,,,,,,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5077,343,3,0,5,2,14,18,8,8,1,18,378,0,-0.1,1,29,2,25.0,15.0,20.0,20.0,10.0,10.0,0,5.0,7.0,8.0,6.0,9.0,4.0,6.0,5.0,2,32,Epidemiology,10.0,University of Pennsylvania,"1,400.00","26,630.00",2,5,6,New York,"10,001","25,831.00",3,2,1,Epidemiologist,4.0,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,
5078,344,4,0,7,2,14,18,9,9,6,1,361,0,0.09,0,34,2,30.0,20.0,30.0,5.0,5.0,10.0,0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5079,344,4,0,7,2,14,18,9,9,18,2,362,0,0.41,0,30,2,20.51,14.53,24.79,17.09,5.98,17.09,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5080,344,4,0,7,2,14,18,9,9,15,3,363,0,-0.11,0,23,4,25.0,20.0,20.0,20.0,5.0,10.0,0,6.0,7.0,7.0,6.0,8.0,5.0,6.0,4.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5081,344,4,0,7,2,14,18,9,9,17,4,364,1,-0.04,1,27,3,25.0,25.0,25.0,15.0,10.0,0.0,1,8.0,7.0,8.0,10.0,8.0,9.0,8.0,6.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5082,344,4,0,7,2,14,18,9,9,13,5,365,0,0.32,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,1,8.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5083,344,4,0,7,2,14,18,9,9,16,6,366,1,0.36,0,27,2,14.0,18.0,17.0,16.0,15.0,20.0,1,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5084,344,4,0,7,2,14,18,9,9,9,7,367,0,0.23,0,27,2,30.0,15.0,20.0,25.0,5.0,5.0,0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,4.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5085,344,4,0,7,2,14,18,9,9,7,8,368,0,0.17,0,24,6,20.0,10.0,25.0,20.0,10.0,15.0,1,7.0,8.0,8.0,8.0,8.0,8.0,6.5,6.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5086,344,4,0,7,2,14,18,9,9,11,9,369,1,-0.06,0,25,2,17.0,18.0,28.0,27.0,5.0,5.0,1,10.0,8.0,9.0,10.0,9.0,6.0,8.0,5.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5087,344,4,0,7,2,14,18,9,9,5,10,370,0,0.22,0,28,2,50.0,10.0,10.0,10.0,10.0,10.0,0,6.0,6.0,8.0,5.0,7.0,6.0,5.0,4.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5088,344,4,0,7,2,14,18,9,9,8,11,371,0,0.33,0,27,2,40.0,0.0,10.0,50.0,0.0,0.0,0,4.0,8.0,7.0,3.0,7.0,5.0,5.0,10.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5089,344,4,0,7,2,14,18,9,9,3,12,372,0,-0.11,0,27,2,30.0,15.0,15.0,20.0,5.0,15.0,0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5090,344,4,0,7,2,14,18,9,9,4,13,373,0,0.25,1,29,3,75.0,5.0,5.0,10.0,0.0,5.0,0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,8.0,,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5091,344,4,0,7,2,14,18,9,9,14,14,374,0,0.52,0,30,4,50.0,10.0,10.0,10.0,5.0,15.0,0,6.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5092,344,4,0,7,2,14,18,9,9,10,15,375,0,0.47,0,27,2,30.0,20.0,15.0,15.0,8.0,12.0,0,3.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5093,344,4,0,7,2,14,18,9,9,12,16,376,0,-0.06,0,25,4,30.0,10.0,15.0,20.0,15.0,10.0,0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5094,344,4,0,7,2,14,18,9,9,1,17,377,1,0.3,0,26,4,25.0,20.0,10.0,20.0,15.0,10.0,1,8.0,8.0,8.0,7.0,6.0,5.0,7.0,6.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5095,344,4,0,7,2,14,18,9,9,2,18,378,0,0.44,0,29,2,25.0,15.0,20.0,20.0,10.0,10.0,0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,2,26,International Security Policy - SIPA,13.0,Univ of New Mexico,"1,060.00","11,424.00",3,1,3,New Mexico,"87,110","28,759.00",3,4,3,Security Policy - Homeland Defense,9.0,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,
5096,345,5,0,9,2,14,18,17,17,12,1,361,0,0.41,1,34,2,30.0,20.0,30.0,5.0,5.0,10.0,0,,,,,,,,,,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5097,345,5,0,9,2,14,18,17,17,6,2,362,0,0.07,1,30,2,20.51,14.53,24.79,17.09,5.98,17.09,0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5098,345,5,0,9,2,14,18,17,17,3,3,363,0,0.45,0,23,4,25.0,20.0,20.0,20.0,5.0,10.0,1,5.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5099,345,5,0,9,2,14,18,17,17,5,4,364,1,0.18,0,27,3,25.0,25.0,25.0,15.0,10.0,0.0,1,7.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5100,345,5,0,9,2,14,18,17,17,1,5,365,0,0.19,1,30,2,31.58,10.53,15.79,21.05,10.53,10.53,0,3.0,8.0,6.0,6.0,5.0,2.0,5.0,5.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5101,345,5,0,9,2,14,18,17,17,4,6,366,1,0.19,1,27,2,14.0,18.0,17.0,16.0,15.0,20.0,1,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5102,345,5,0,9,2,14,18,17,17,15,7,367,0,0.32,1,27,2,30.0,15.0,20.0,25.0,5.0,5.0,0,7.0,7.0,7.0,8.0,6.0,5.0,7.0,7.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5103,345,5,0,9,2,14,18,17,17,13,8,368,1,0.32,0,24,6,20.0,10.0,25.0,20.0,10.0,15.0,1,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5104,345,5,0,9,2,14,18,17,17,17,9,369,1,0.04,1,25,2,17.0,18.0,28.0,27.0,5.0,5.0,1,10.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5105,345,5,0,9,2,14,18,17,17,11,10,370,0,0.19,1,28,2,50.0,10.0,10.0,10.0,10.0,10.0,0,5.0,10.0,10.0,8.0,10.0,7.0,6.0,5.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5106,345,5,0,9,2,14,18,17,17,14,11,371,0,0.23,1,27,2,40.0,0.0,10.0,50.0,0.0,0.0,0,4.0,8.0,7.0,4.0,5.0,5.0,5.0,10.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5107,345,5,0,9,2,14,18,17,17,9,12,372,0,-0.19,1,27,2,30.0,15.0,15.0,20.0,5.0,15.0,0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5108,345,5,0,9,2,14,18,17,17,10,13,373,0,0.44,0,29,3,75.0,5.0,5.0,10.0,0.0,5.0,1,7.0,8.0,9.0,10.0,6.0,6.0,7.0,7.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5109,345,5,0,9,2,14,18,17,17,2,14,374,0,-0.04,0,30,4,50.0,10.0,10.0,10.0,5.0,15.0,0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5110,345,5,0,9,2,14,18,17,17,16,15,375,0,0.01,1,27,2,30.0,20.0,15.0,15.0,8.0,12.0,0,3.0,7.0,6.0,5.0,4.0,3.0,4.0,5.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5111,345,5,0,9,2,14,18,17,17,18,16,376,0,0.02,0,25,4,30.0,10.0,15.0,20.0,15.0,10.0,0,,,,,,,,,,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5112,345,5,0,9,2,14,18,17,17,7,17,377,0,0.2,0,26,4,25.0,20.0,10.0,20.0,15.0,10.0,0,5.0,8.0,9.0,8.0,9.0,5.0,4.0,6.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5113,345,5,0,9,2,14,18,17,17,8,18,378,0,0.59,1,29,2,25.0,15.0,20.0,20.0,10.0,10.0,0,7.0,8.0,7.0,8.0,7.0,5.0,7.0,7.0,2,24,Nutrition,10.0,Biological Sciences,,,2,7,6,Brooklyn,"11,235","25,401.00",2,7,4,Nutritionist,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,
5114,346,6,0,11,2,14,18,10,10,7,1,361,0,,0,34,2,30.0,20.0,30.0,5.0,5.0,10.0,0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,8.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,346,6,0,11,2,14,18,10,10,1,2,362,0,,0,30,2,20.51,14.53,24.79,17.09,5.98,17.09,1,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,346,6,0,11,2,14,18,10,10,16,3,363,0,,0,23,4,25.0,20.0,20.0,20.0,5.0,10.0,1,7.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,346,6,0,11,2,14,18,10,10,18,4,364,0,,0,27,3,25.0,25.0,25.0,15.0,10.0,0.0,1,8.0,8.0,10.0,6.0,10.0,8.0,8.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,346,6,0,11,2,14,18,10,10,14,5,365,0,,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,346,6,0,11,2,14,18,10,10,17,6,366,1,,0,27,2,14.0,18.0,17.0,16.0,15.0,20.0,1,10.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,346,6,0,11,2,14,18,10,10,10,7,367,1,,0,27,2,30.0,15.0,20.0,25.0,5.0,5.0,1,9.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,346,6,0,11,2,14,18,10,10,8,8,368,0,,0,24,6,20.0,10.0,25.0,20.0,10.0,15.0,1,9.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,346,6,0,11,2,14,18,10,10,12,9,369,0,,0,25,2,17.0,18.0,28.0,27.0,5.0,5.0,1,10.0,8.0,10.0,9.0,10.0,7.0,8.0,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,346,6,0,11,2,14,18,10,10,6,10,370,1,,0,28,2,50.0,10.0,10.0,10.0,10.0,10.0,1,8.0,10.0,10.0,10.0,9.0,10.0,9.0,8.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,346,6,0,11,2,14,18,10,10,9,11,371,0,,0,27,2,40.0,0.0,10.0,50.0,0.0,0.0,1,9.0,7.0,4.0,5.0,5.0,5.0,7.0,8.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,346,6,0,11,2,14,18,10,10,4,12,372,1,,0,27,2,30.0,15.0,15.0,20.0,5.0,15.0,1,9.0,9.0,8.0,8.0,8.0,7.0,9.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,346,6,0,11,2,14,18,10,10,5,13,373,1,,0,29,3,75.0,5.0,5.0,10.0,0.0,5.0,1,8.0,8.0,9.0,6.0,8.0,9.0,9.0,8.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,346,6,0,11,2,14,18,10,10,15,14,374,0,,0,30,4,50.0,10.0,10.0,10.0,5.0,15.0,0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,346,6,0,11,2,14,18,10,10,11,15,375,0,,0,27,2,30.0,20.0,15.0,15.0,8.0,12.0,1,5.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,346,6,0,11,2,14,18,10,10,13,16,376,0,,0,25,4,30.0,10.0,15.0,20.0,15.0,10.0,0,8.0,9.0,7.0,7.0,7.0,8.0,7.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,346,6,0,11,2,14,18,10,10,2,17,377,0,,0,26,4,25.0,20.0,10.0,20.0,15.0,10.0,1,9.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,346,6,0,11,2,14,18,10,10,3,18,378,1,,0,29,2,25.0,15.0,20.0,20.0,10.0,10.0,1,8.0,9.0,7.0,7.0,6.0,8.0,8.0,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,347,7,0,13,2,14,18,14,14,10,1,361,0,0.08,0,34,2,30.0,20.0,30.0,5.0,5.0,10.0,0,4.0,9.0,7.0,4.0,3.0,1.0,5.0,1.0,2,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5133,347,7,0,13,2,14,18,14,14,4,2,362,0,0.48,0,30,2,20.51,14.53,24.79,17.09,5.98,17.09,0,,,,,,,,,,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5134,347,7,0,13,2,14,18,14,14,1,3,363,0,0.51,0,23,4,25.0,20.0,20.0,20.0,5.0,10.0,0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5135,347,7,0,13,2,14,18,14,14,3,4,364,0,0.09,0,27,3,25.0,25.0,25.0,15.0,10.0,0.0,0,3.0,8.0,6.0,5.0,8.0,5.0,3.0,5.0,2,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5136,347,7,0,13,2,14,18,14,14,17,5,365,0,0.16,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,0,4.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,2,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5137,347,7,0,13,2,14,18,14,14,2,6,366,0,0.21,0,27,2,14.0,18.0,17.0,16.0,15.0,20.0,0,2.0,6.0,7.0,5.0,6.0,4.0,6.0,5.0,2,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
5138,347,7,0,13,2,14,18,14,14,13,7,367,0,0.34,0,27,2,30.0,15.0,20.0,25.0,5.0,5.0,1,,,,,,,,,,26,EDUCATION,9.0,HOWARD UNIVERSITY,,"10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,GOVERNOR,13.0,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,
